id	pop	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	group
86189_F01	Italy	-0.0276	-0.0102	-0.0031	-0.0034	0.0051	0.0202	0.0017	0.0039	0.0045	0.0187	South
86189_F02	Italy	-0.0329	-0.0114	-0.0102	0.0039	0.0109	0.0142	-0.0027	0.0041	-0.0057	0.0004	South
86189_F03	Italy	-0.0126	-0.0021	-0.0022	-0.0014	-0.0065	-0.0016	0.0028	-0.0023	-0.0043	0.0044	South
86189_G01	Italy	-0.031	-0.01	-0.0142	0.0131	0.0123	0.0039	-0.0096	-0.0047	-0.0011	0.0053	South
86189_G02	Italy	-0.0104	0.0014	0.0001	-0.0104	-0.0084	0.0074	0.0024	-0.0026	-0.0062	-0.0064	South
86189_G03	Italy	-0.0362	-0.0168	-0.0124	0.0114	0.0148	0.0012	0.0063	0.0029	0.0018	0.0013	South
86189_H01	Italy	-0.0149	0.0003	0.0024	-0.0001	-0.0021	0.0022	-0.0021	-0.0021	-0.0009	0.002	South
86189_H02	Italy	-0.0217	-0.0016	-0.0017	-0.003	-0.0053	0.0077	-0.005	0.0002	0.0045	-0.0049	South
86189_H03	Italy	-0.0137	-0.0186	0.0125	0.0004	0.0048	0.0137	-0.0062	-0.0023	0.006	-0.004	South
89418_A01	Swedofinland	0.0138	-0.0179	-0.017	0.0198	-0.0234	0.0066	-0.0152	0.0041	-0.0014	0.001	North
89418_A02	Sweden	0.0109	-0.0137	-0.0127	0.0129	-0.0245	0.0052	-0.0109	-0.0094	0.0059	-0.0038	North
89418_A04	Sweden	0.011	-0.0125	-0.0109	0.0096	-0.0107	0.008	0.0023	0.0061	-0.0017	0.0116	North
89418_A06	Sweden	0.0114	-0.0132	-0.0098	-0.0011	-0.0102	-0.0133	0.0056	0.0014	0.0042	-0.0004	North
89418_A07	Sweden	0.0107	-0.0132	-0.0117	0.01	-0.0057	-0.0019	-0.0099	-0.006	-0.0024	-0.0014	North
89418_A08	Sweden	0.0101	-0.0105	-0.0096	0.0067	-0.0066	0.003	0.0032	0.0041	0.0049	0.0044	North
89418_A09	Sweden	0.0086	-0.0055	-0.0152	-0.0039	-0.0065	-0.001	0.0036	0.0057	-0.0067	-0.0128	North
89418_A11	Sweden	0.0102	-0.0005	-0.0139	-0.0078	0.0039	0.0043	0.0153	-0.0002	-0.0026	0.013	North
89418_B01	Sweden	0.0105	-0.0091	-0.0105	0.0003	-0.0007	-0.0067	0.0079	0.0047	-0.0031	0.0033	North
89418_B02	Swedofinland	0.0123	-0.0219	0.0143	-0.0028	-0.0038	-0.0115	-0.0028	0.0031	0.005	0.0043	North
89418_B04	Sweden	0.0121	-0.0137	-0.0027	0.0051	-0.0017	-0.0011	-0.0119	-0.0079	0.0002	-0.0066	North
89418_B05	Swedofinland	0.0149	-0.0315	-0.0051	0.0378	-0.0215	-0.0083	-0.0443	-0.009	-0.0166	0.0045	North
89418_B06	Sweden	0.0113	-0.0069	-0.008	0.0014	-0.0055	-0.0003	-0.0031	-0.0032	0.0013	-0.0016	North
89418_B07	Sweden	0.014	-0.0149	0.0009	0.0085	-0.0097	-0.0037	0.0115	0.005	0.0099	-0.0058	North
89418_B10	Sweden	0.007	-0.0019	-0.0053	-0.0088	0.0037	-0.001	0.0019	0.0055	-0.0003	0.0113	North
89418_B11	Sweden	0.0114	-0.0146	-0.0117	0.0119	-0.0132	0.0038	-0.0063	0.0013	0.0002	-0.0114	North
89418_B12	Sweden	0.0111	-0.0031	-0.0142	-0.0043	-0.0024	0.0089	-0.002	0.0152	-0.004	-0.0029	North
89418_C01	Sweden	0.0094	-0.0091	-0.0132	0.0092	-0.0097	-0.0083	-0.0096	0.0018	-0.0018	-0.0073	North
89418_C02	Sweden	0.0132	-0.0065	-0.0054	0.0058	-0.0004	0.0026	0.0004	-0.0038	0.002	0.0088	North
89418_C03	Sweden	0.0124	-0.0097	-0.0064	-0.0023	-0.0046	-0.0012	-0.0021	-0.0042	-0.0044	0.0069	North
89418_C07	Sweden	0.0083	-0.0005	-0.0118	-0.0076	-0.0097	0.0003	0.0083	0.0036	-0.0008	0.0009	North
89418_C08	Sweden	0.0092	-0.006	-0.0077	-0.0035	-0.0096	-0.004	0.0132	0.0028	0.0017	-0.0071	North
89418_C09	Sweden	0.0089	-0.0013	-0.0106	-0.0072	-0.0058	0.0014	-0.0071	0.0032	-0.0041	-0.0031	North
89418_C11	Sweden	0.0105	-0.011	-0.0075	0.0082	-0.0086	0.0012	-0.0038	0.0006	-0.0001	-0.0066	North
89418_D01	Sweden	0.0091	-0.0106	-0.0062	-0.0008	-0.0028	-0.0009	0.001	-0.0019	-0.0069	0.0034	North
89418_D03	Sweden	0.0107	-0.0085	-0.0107	0.005	-0.0121	0.0019	0.0069	-0.0021	-0.0015	0.0008	North
89418_D04	Sweden	0.0109	-0.0074	-0.0048	-0.0117	-0.0052	-0.0057	-0.005	0.0038	-0.005	0.0017	North
89418_D05	Sweden	0.0111	-0.0071	-0.0121	0.0001	-0.0006	-0.0014	0.0003	-0.0092	-0.0081	0.0013	North
89418_D06	Swedofinland	0.0101	-0.013	-0.0037	0.0055	-0.0131	0.0004	0.0023	-0.0023	0.0031	-0.0116	North
89418_D07	Sweden	0.0133	-0.0158	-0.0104	0.0169	-0.0172	-0.0191	-0.015	-0.0008	0.0124	-0.0103	North
89418_D08	Sweden	0.0094	-0.0085	-0.0098	-0.0038	-0.0065	-0.0068	-0.0028	0.0065	-0.0022	0.0006	North
89418_D09	Sweden	0.0096	-0.0077	-0.0107	-0.0058	0.0006	0.0041	-0.003	0.0013	-0.0056	0.0094	North
89418_D11	Sweden	0.0114	-0.0083	-0.0073	0.001	-0.0161	-0.0052	-0.006	-0.0045	0.0109	-0.0033	North
89418_D12	Sweden	0.0135	-0.0106	-0.0122	0.0037	-0.0022	0.0005	-0.0043	0.0028	0.0022	0.0003	North
89418_E01	Sweden	0.0111	-0.0043	-0.0119	-0.0025	-0.0042	0.0065	0.0046	-0.0053	0.005	-0.0023	North
89418_E02	Sweden	0.0103	-0.0127	-0.0086	0.0104	-0.0146	-0.0004	-0.0144	-0.0082	0.0008	0.005	North
89418_E04	Sweden	0.0115	-0.0107	-0.0104	0.0026	-0.0033	-0.0002	-0.0115	-0.0072	0.0025	0.0117	North
89418_E06	Sweden	0.0101	-0.0079	-0.0048	-0.0014	0.0017	0.0011	0.0008	0.0018	0.0067	-0.0054	North
89418_E07	Sweden	0.0122	-0.0162	-0.0088	0.0014	0.0014	0.008	-0.0005	0.006	-0.0049	0.0085	North
89418_E08	Sweden	0.0128	-0.0062	-0.004	-0.0008	-0.0111	-0.0076	0	0.0025	-0.0107	-0.0004	North
89418_E11	Sweden	0.0104	-0.0049	-0.0018	0.003	-0.0005	0.003	0.002	-0.0052	-0.0082	-0.0098	North
89418_E12	Sweden	0.0124	-0.0094	-0.0165	0.0042	-0.0099	-0.0037	0.0084	-0.0119	-0.001	0.0008	North
89418_F01	Swedofinland	0.0166	-0.0311	-0.0054	0.023	-0.0204	-0.0102	-0.0413	0.0047	-0.0078	0.0105	North
89418_F02	Sweden	0.0087	-0.002	-0.013	0.0034	0.004	-0.0001	0.0002	0.0012	0.0025	0.0028	North
89418_F03	Sweden	0.0079	-0.0101	-0.006	0.0014	-0.014	-0.0112	0.0031	-0.0033	0.0024	-0.0017	North
89418_F05	Sweden	0.011	-0.0164	-0.0084	-0.0006	-0.0001	-0.0078	-0.0001	0.014	-0.0035	-0.0033	North
89418_F06	Sweden	0.0106	-0.017	-0.0028	0.0038	-0.0092	-0.0012	-0.0103	0.0032	0.0002	-0.0033	North
89418_F07	Sweden	0.0105	-0.0061	-0.004	0.0032	0.0007	0.0011	0.0033	-0.0024	-0.0012	-0.0066	North
89418_F08	Sweden	0.0081	-0.0091	-0.0069	0.0009	-0.0095	-0.0006	0.0001	0.0018	-0.0014	0.001	North
89418_F09	Sweden	0.0109	-0.006	-0.0064	0.0035	-0.0069	0.0043	-0.0051	-0.0028	0.0026	-0.0017	North
89418_F10	Sweden	0.0114	-0.0105	-0.0097	0.008	-0.0086	-0.0034	-0.0068	0.0109	0.009	-0.0054	North
89418_G01	Sweden	0.0117	-0.0081	-0.0066	0.0032	-0.0045	-0.0016	0.0028	-0.0045	-0.0059	-0.0046	North
89418_G03	Sweden	0.0103	-0.012	-0.0151	0.0064	0.003	-0.005	-0.0057	-0.001	0.0023	0.0029	North
89418_G05	Sweden	0.0107	-0.0121	-0.0139	0.016	-0.01	0.0074	0.0104	0.0009	0.0031	0.007	North
89418_G06	Sweden	0.0104	-0.0071	-0.0051	-0.0015	-0.0082	-0.0001	-0.011	0.0029	-0.0006	0.0066	North
89418_G08	Sweden	0.0098	-0.0102	-0.0039	0.0081	-0.0099	-0.0071	-0.0071	-0.0022	0.0048	-0.0111	North
89418_G09	Sweden	0.0087	-0.0054	-0.0083	-0.0009	-0.0057	-0.0105	-0.011	-0.0001	0.0057	0.0016	North
89418_G10	Sweden	0.0125	-0.0098	-0.0139	0.007	-0.0141	-0.0019	0.0024	0.0031	0.0133	0.0006	North
89418_G11	Sweden	0.0111	-0.0116	-0.007	-0.0024	-0.0094	0.0054	-0.0085	-0.0144	-0.0039	-0.0038	North
89418_H01	Sweden	0.0075	-0.0066	-0.0057	-0.002	-0.0037	-0.0006	-0.0017	0.0039	-0.0065	-0.0017	North
89418_H02	Sweden	0.0097	-0.0089	-0.0071	0.0041	-0.0101	0.0015	0.0012	0.0008	-0.004	0.0041	North
89418_H04	Sweden	0.0102	-0.0059	-0.0053	-0.0016	-0.0004	0.0009	0.0049	0.0074	0.0007	0.0005	North
89418_H05	Sweden	0.0063	-0.0092	-0.0086	0.0062	-0.0079	0.0008	-0.0098	0.0014	-0.0042	-0.0053	North
89418_H06	Sweden	0.012	-0.0082	-0.0145	0.0054	-0.0049	-0.0062	-0.0004	0.0141	0.0001	-0.0031	North
89418_H09	Sweden	0.0103	-0.0064	-0.0092	0.0049	-0.0089	0.0027	-0.0109	0.0085	0.0029	0.0018	North
89418_H10	Sweden	0.0109	-0.0088	-0.0055	-0.0051	0.0013	-0.0033	-0.0036	0.0032	-0.0017	0.0017	North
89418_H11	Sweden	0.0117	-0.006	-0.0106	-0.0022	-0.002	-0.0048	-0.0049	-0.006	0.0043	-0.0041	North
89476_A01	Sweden	0.0116	-0.0107	-0.0085	0.0052	-0.0041	-0.0006	0.0005	-0.0045	-0.0037	-0.0108	North
89476_A07	Sweden	0.0101	-0.0091	-0.0096	0.0089	-0.0142	-0.0038	-0.0138	0.0023	-0.0011	0.0037	North
89476_A08	Sweden	0.0108	-0.014	-0.0081	0.0032	-0.0044	-0.0044	-0.009	-0.0055	-0.0095	0.0046	North
89476_A10	Sweden	0.0088	-0.0026	-0.0051	-0.0025	0.0045	-0.0084	-0.0003	0.0011	0.0099	-0.0097	North
89476_A11	Sweden	0.0103	-0.0119	-0.0093	0.0071	-0.008	-0.0029	-0.0017	0.0074	-0.0038	-0.0064	North
89476_A12	Sweden	0.0129	-0.0115	-0.0109	0.0025	-0.0039	0.0007	-0.0146	-0.0082	0.0074	-0.002	North
89476_B02	Sweden	0.0097	-0.0082	-0.0059	0.0047	-0.0017	-0.0015	0.0037	0.0108	-0.0125	0.0028	North
89476_B03	Sweden	0.0095	-0.0088	-0.0036	-0.0025	-0.0036	0.0004	0.0048	-0.0062	0.0115	0.0103	North
89476_B04	Sweden	0.0085	-0.007	-0.012	-0.0028	0.005	0.0082	0.0094	0.0031	-0.0066	-0.0133	North
89476_B05	Sweden	0.0116	-0.0107	-0.0095	0.0062	-0.0079	0.0015	-0.0081	-0.006	-0.0042	0.0026	North
89476_B06	Sweden	0.0094	-0.0086	-0.0071	-0.0003	-0.01	-0.0118	0.001	-0.0051	-0.0058	0.0022	North
89476_B07	Sweden	0.0105	-0.0049	-0.0073	-0.0038	-0.0004	-0.0034	-0.0012	0	-0.0119	0.009	North
89476_B08	Sweden	0.0082	-0.0052	-0.0143	-0.0072	-0.0074	0.0009	0	-0.0006	0.0017	-0.0055	North
89476_B09	Sweden	0.0127	-0.0147	-0.015	0.0102	-0.0138	0.0012	-0.001	-0.0057	0.0079	-0.0026	North
89476_B10	Sweden	0.0104	-0.0095	0.0001	-0.0005	-0.0137	0.001	-0.0098	-0.0023	-0.0034	0.0006	North
89476_B11	Sweden	0.011	-0.0055	-0.0103	-0.0008	0.0042	0.0006	0.0002	-0.0079	0.0076	-0.008	North
89476_B12	Sweden	0.0113	-0.0122	-0.0037	-0.0011	-0.0168	-0.0002	-0.0062	-0.0022	0.0048	-0.0002	North
89476_C01	Sweden	0.0125	-0.0053	-0.0088	0.0019	-0.0072	-0.0017	0.0054	-0.0086	0.0018	-0.0095	North
89476_C02	Sweden	0.0104	-0.0069	-0.0087	-0.0056	-0.0072	-0.0017	0.0028	0.0066	0.0014	0.0055	North
89476_C03	Sweden	0.0103	-0.0067	-0.01	0.0006	-0.0011	-0.0023	-0.005	0.0026	0.0069	0.0023	North
89476_C04	Sweden	0.013	-0.0098	-0.0101	0.0079	-0.0112	0.0027	0.0117	0.0011	0.0002	-0.004	North
89476_C05	Sweden	0.0096	-0.0113	-0.0077	-0.0002	-0.0033	-0.0002	-0.0085	-0.0101	0.0046	0.0019	North
89476_C06	Sweden	0.0117	-0.016	0.0042	0.0064	-0.0119	-0.001	-0.0039	0.0035	-0.0094	0.006	North
89476_C08	Swedofinland	0.0125	-0.0245	-0.008	0.0284	-0.0211	-0.0115	-0.0339	0.0076	0.0004	-0.0098	North
89476_C09	Sweden	0.0081	-0.0101	-0.0051	0.0025	-0.0031	-0.0051	0.0005	-0.0017	-0.0069	-0.0123	North
89476_C11	Sweden	0.0109	-0.01	-0.0074	0.0058	-0.0092	0.0062	-0.0036	0	0.0136	0.0001	North
89476_D03	Sweden	0.0092	-0.005	-0.0103	-0.0006	-0.0025	0.006	0.0063	0.0085	-0.003	-0.0021	North
89476_D04	Sweden	0.01	-0.0044	-0.0147	-0.008	-0.004	0.0019	0.0053	-0.0016	-0.0027	-0.0102	North
89476_D05	Sweden	0.0117	-0.0126	-0.0094	-0.0019	-0.0167	-0.0045	-0.0015	0.0031	-0.007	0.0163	North
89476_D07	Sweden	0.0098	-0.0076	-0.0079	0.0029	-0.0141	-0.0003	0.0004	0.0033	0.0013	0.0019	North
89476_D08	Sweden	0.0104	-0.0088	-0.005	-0.0038	0.0029	-0.007	-0.0121	0.011	0.004	-0.0102	North
89476_D11	Sweden	0.0103	-0.0029	-0.0116	-0.0135	0.0043	-0.0043	0.0104	-0.0064	-0.0002	-0.0091	North
89476_D12	Sweden	0.0095	-0.0101	-0.0076	-0.0059	0.0005	-0.0082	-0.0054	0.0018	-0.0059	-0.006	North
89476_E01	Sweden	0.0118	-0.0129	-0.008	-0.0018	-0.0117	-0.0021	-0.0104	0.0022	0.0087	-0.0005	North
89476_E03	Swedofinland	0.0136	-0.0229	-0.0113	0.0329	-0.0163	-0.0007	-0.0352	-0.0125	-0.0041	-0.0096	North
89476_E04	Sweden	0.0115	-0.0093	-0.0118	-0.004	0.0049	-0.0061	-0.0007	0.0062	-0.0041	0.0027	North
89476_E06	Sweden	0.0103	-0.0073	-0.0054	-0.0039	-0.004	-0.0025	0.0008	-0.0002	-0.0051	-0.004	North
89476_E09	Sweden	0.0115	-0.0173	0.0014	0.0058	-0.0064	-0.0039	-0.005	-0.0003	0.0036	-0.0108	North
89476_E11	Sweden	0.0105	-0.008	-0.0099	0.0069	-0.006	0.0016	0.0017	-0.0136	-0.0012	-0.007	North
89476_E12	Sweden	0.0087	-0.0017	-0.0119	-0.0035	-0.0038	0.0023	0.0057	0.0031	-0.0082	0.0012	North
89476_F01	Sweden	0.0098	-0.0103	-0.0096	0.0008	0.0026	-0.0056	-0.001	0.0061	0.0002	0.0027	North
89476_F02	Sweden	0.0101	-0.0082	-0.013	0.0005	-0.003	0.001	0.0002	-0.0002	-0.0016	0.0027	North
89476_F08	Sweden	0.0092	-0.0093	-0.0068	0.0001	-0.0042	0.0029	0.0091	-0.0034	0.0021	0.0063	North
89476_F10	Sweden	0.0106	-0.0099	-0.0163	0.0172	-0.0097	0.0068	-0.0172	-0.0045	0.0004	-0.0028	North
89476_F12	Sweden	0.0085	-0.0087	-0.0099	-0.0018	-0.0059	-0.0001	0.001	-0.0064	0.0015	0.0043	North
89476_G01	Sweden	0.0084	-0.0113	-0.0045	0.0022	-0.0092	-0.0023	-0.0017	-0.0019	-0.009	0.004	North
89476_G02	Sweden	0.0098	-0.0095	-0.0026	0.0055	-0.0039	-0.0051	-0.0075	-0.0048	-0.0038	0.0008	North
89476_G03	Sweden	0.0123	-0.0256	-0.0006	0.0256	-0.015	-0.0151	-0.0284	0.0052	-0.0121	-0.0012	North
89476_G04	Sweden	0.0082	-0.0078	-0.0162	0.0026	-0.0074	0.0008	-0.0004	-0.0048	-0.0024	0.0065	North
89476_G06	Swedofinland	0.0106	-0.0147	-0.0037	0.005	-0.0162	-0.0054	-0.0016	0.0161	0.0035	0.004	North
89476_G07	Sweden	0.0091	-0.0025	-0.0027	-0.0043	-0.0017	0.0012	-0.0041	0.0104	-0.0024	0.0078	North
89476_G08	Sweden	0.0122	-0.0112	-0.0075	0.0065	-0.0153	-0.0031	-0.0126	0.0009	-0.0017	-0.0048	North
89476_G09	Sweden	0.0111	-0.0018	-0.0117	-0.0046	0.0043	-0.0016	0.0049	-0.0073	-0.0142	0.0036	North
89476_G11	Sweden	0.0086	-0.0064	-0.01	0.0003	-0.0039	0.0122	-0.0035	-0.003	0.0015	0.009	North
89476_G12	Sweden	0.0119	-0.009	-0.0124	0.008	-0.0047	-0.002	-0.0007	-0.0032	-0.0005	0.0092	North
89476_H01	Sweden	0.0112	-0.0098	-0.0116	-0.0002	0.0082	-0.0017	-0.0054	0.0052	0.0025	-0.0036	North
89476_H02	Sweden	0.0085	-0.013	-0.0129	-0.0045	-0.0067	-0.0104	0.002	0.005	-0.0027	0.0036	North
89476_H03	Swedofinland	0.015	-0.0388	-0.0019	0.0366	-0.032	-0.0175	-0.0584	0.0102	-0.003	0.0032	North
89476_H04	Sweden	0.011	-0.0097	-0.0145	-0.0008	-0.0073	0.0072	0.0041	0.001	-0.0003	0.0122	North
89476_H05	Sweden	0.0099	-0.0157	-0.0049	0.0131	-0.0198	-0.0077	-0.0048	-0.0052	-0.0024	-0.0126	North
89476_H07	Sweden	0.0085	-0.0057	-0.0071	0.0003	-0.0021	-0.0103	0.0113	-0.0149	0.0044	0.0087	North
89476_H08	Sweden	0.0112	-0.0067	-0.002	-0.007	-0.0045	-0.0004	0.0062	-0.0074	0.0002	-0.0079	North
89476_H10	Sweden	0.011	-0.01	-0.0155	0.009	-0.0105	0.0054	-0.0044	0.0001	-0.005	-0.0034	North
89493_A01	Sweden	0.0099	-0.0099	-0.0087	-0.0039	-0.0041	-0.0142	0.0027	-0.0081	0.0011	0.0032	North
89493_A02	Sweden	0.0112	-0.0128	-0.007	0.0087	-0.0044	0.0076	-0.0149	-0.0095	0.008	-0.0049	North
89493_A03	Sweden	0.0105	-0.0085	-0.0108	0.0043	-0.0082	-0.0001	0.0025	0.0031	-0.0011	-0.0105	North
89493_A04	Sweden	0.0086	-0.0085	-0.0117	-0.0007	0.0028	0.0033	0.0042	0.011	0.0027	0.0084	North
89493_A05	Sweden	0.013	-0.0155	-0.0053	0.0082	-0.0081	-0.0034	-0.0025	0.0068	-0.0037	0.0032	North
89493_A06	Sweden	0.0104	-0.0136	-0.0079	0.0154	-0.0097	-0.0018	-0.0039	0.0008	0.0062	-0.0139	North
89493_A07	Sweden	0.0123	-0.0113	-0.01	-0.0019	-0.0043	-0.0032	-0.0032	-0.0012	0.0025	0.0022	North
89493_A09	Sweden	0.0072	-0.0109	-0.0097	0.0145	-0.0091	-0.0005	-0.008	-0.002	-0.0095	0.0075	North
89493_B02	Sweden	0.0098	-0.0022	-0.008	-0.0007	0.0047	0.0049	0.0131	-0.0032	-0.0061	0.0084	North
89493_B03	Sweden	0.0123	-0.0092	-0.0097	0.0052	0	0.0002	0.0002	-0.0035	0.0002	-0.0063	North
89493_B04	Sweden	0.0129	-0.0116	-0.0114	0.011	-0.017	-0.0058	-0.0041	-0.0063	0.0077	-0.0029	North
89493_B05	Sweden	0.0107	-0.0096	-0.0088	0.0042	-0.0115	-0.0046	-0.0019	-0.0065	-0.0052	-0.0003	North
89493_B06	Sweden	0.0072	-0.005	-0.0062	-0.0095	0.0117	0.0009	0.0041	0.0047	0.0004	-0.0033	North
89493_B08	Sweden	0.0111	-0.0095	-0.0097	0.002	-0.0118	0.0074	0.0082	0.0049	-0.0137	-0.0072	North
89493_B10	Sweden	0.0117	-0.008	-0.0045	0.0015	-0.0124	-0.0045	-0.0002	0.0034	0.0052	0.0051	North
89493_B11	Sweden	0.008	-0.009	-0.0065	0.004	-0.005	0.0041	0.0054	0.0049	0.0026	0.0076	North
89493_B12	Sweden	0.0129	-0.012	-0.0061	-0.0005	-0.0052	0.0028	-0.004	-0.0148	0.0076	-0.006	North
89493_C02	Sweden	0.0075	0.0004	-0.0095	0.003	-0.005	0.0116	-0.0008	-0.0023	0.0023	0.0058	North
89493_C05	Sweden	0.0089	-0.0016	-0.0111	-0.0064	0.0059	0.005	0.014	-0.0056	0.0019	-0.012	North
89493_C06	Sweden	0.0092	-0.013	-0.0046	0.0011	-0.0001	0.0013	-0.0024	0.0032	-0.0014	-0.0008	North
89493_C07	Sweden	0.0092	-0.0047	-0.0101	-0.0066	0.0053	0.0084	-0.0001	0.008	0.0046	0.0016	North
89493_C08	Sweden	0.0105	-0.0092	-0.0113	-0.0072	-0.0001	0.0086	-0.0041	-0.0079	0.0037	-0.0036	North
89493_C10	Sweden	0.0115	-0.0091	-0.014	0.0028	-0.0057	-0.0035	0.0036	-0.0066	-0.008	-0.0158	North
89493_C11	Sweden	0.0078	-0.0018	-0.0125	0.0024	-0.0005	0.0038	0.0011	-0.0047	-0.0011	0.0031	North
89493_C12	Sweden	0.0088	0.0006	-0.0053	-0.0045	0.0025	0.0069	0.0065	-0.0042	-0.0017	-0.0004	North
89493_D01	Sweden	0.0115	-0.0119	-0.0074	0.0077	-0.013	0	-0.0133	0.0036	-0.0034	0.002	North
89493_D02	Sweden	0.0102	-0.0009	-0.0076	-0.0017	0.0008	0.0038	-0.0048	-0.0006	0.0035	-0.0069	North
89493_D03	Sweden	0.0098	-0.0061	-0.0092	0.0035	-0.0002	-0.0008	0.001	0.0062	-0.0109	0.0012	North
89493_D04	Sweden	0.0101	-0.0044	-0.0121	-0.0062	0.0023	0.0016	0.0078	0.0025	0.001	-0.0029	North
89493_D05	Swedofinland	0.0111	-0.0166	-0.0062	0.0072	-0.011	-0.0133	-0.0129	0.0056	-0.0011	0.0028	North
89493_D06	Sweden	0.0095	0.0005	-0.014	0.0005	-0.0004	-0.0076	0.0136	0.0044	0.0009	0.0025	North
89493_D07	Sweden	0.0066	-0.0058	-0.0083	-0.0039	-0.0041	0.0023	0.0059	-0.0008	-0.0008	-0.0053	North
89493_D08	Sweden	0.0092	0.0001	-0.018	-0.0022	-0.0003	0.0026	0.0235	0.0033	-0.0008	-0.0037	North
89493_D09	Sweden	0.0139	-0.0125	-0.0112	0.0178	-0.0204	-0.0007	-0.001	-0.0032	0.0044	-0.0021	North
89493_D10	Sweden	0.0132	-0.0117	-0.0088	0.0002	-0.0038	-0.0023	-0.0096	0.0109	-0.0066	0.0011	North
89493_D12	Sweden	0.0116	-0.0088	-0.0105	0.0031	0.0008	-0.0034	0.0045	-0.0013	0.0002	0.0005	North
89493_E02	Sweden	0.0054	-0.0036	-0.0152	-0.0023	-0.0062	0.0062	-0.0014	-0.0012	0.0011	-0.0035	North
89493_E03	Swedofinland	0.0142	-0.0191	-0.0113	0.0159	-0.0122	0.0007	-0.0259	0.0034	0.0014	-0.0019	North
89493_E04	Sweden	0.0081	-0.0065	-0.0134	0.0032	-0.0185	0.0007	-0.0006	0.0012	0.0024	0	North
89493_E05	Sweden	0.0096	-0.004	-0.0114	-0.0019	-0.0066	-0.0125	0.0037	-0.0016	0.0049	0.0001	North
89493_E06	Sweden	0.0108	-0.0111	-0.0132	0.0117	-0.016	0.0004	-0.0105	0.0019	-0.0041	0.0107	North
89493_E07	Sweden	0.0084	-0.0065	-0.0106	-0.0038	-0.0077	-0.0066	0.0046	0.001	0.0083	0.0023	North
89493_E08	Sweden	0.0106	-0.0102	-0.0159	0.0052	-0.0064	0.0072	-0.0061	-0.0041	0.0014	-0.001	North
89493_E09	Swedofinland	0.0161	-0.0392	0.0002	0.0366	-0.0247	-0.0283	-0.0454	-0.0084	-0.0186	-0.0007	North
89493_E10	Swedofinland	0.0112	-0.0181	-0.0112	0.0228	-0.0115	-0.0017	-0.0155	-0.0001	-0.0024	0.0136	North
89493_E11	Sweden	0.0102	-0.0049	-0.0116	-0.0014	-0.0034	-0.0044	0.0018	0.002	-0.0045	0.0192	North
89493_F03	Sweden	0.0142	-0.0181	-0.0068	0.0162	-0.0154	0.0018	-0.0274	-0.0005	0.0003	0.008	North
89493_F04	Sweden	0.0089	-0.0097	-0.0118	0.0046	-0.009	0.0046	-0.0013	-0.0007	0.0064	0.011	North
89493_F05	Swedofinland	0.0134	-0.0259	-0.0061	0.0244	-0.0163	-0.0094	-0.0269	0.0075	-0.0014	0.005	North
89493_F06	Sweden	0.0107	-0.008	-0.0025	0.0016	-0.0084	-0.0021	0.0051	-0.0036	0.002	0.0045	North
89493_F07	Sweden	0.0107	-0.0131	-0.0039	0.0054	-0.0106	-0.0006	-0.0127	-0.0001	0.0103	0.0102	North
89493_F09	Sweden	0.01	-0.0091	-0.0109	-0.0035	-0.002	-0.0017	-0.0064	0.0037	0.0062	-0.0042	North
89493_F10	Sweden	0.0106	-0.0087	-0.0139	-0.0028	-0.0105	-0.0043	0.0108	0.0038	0.0013	0.0203	North
89493_F12	Sweden	0.0091	-0.0097	-0.0069	0.0038	-0.007	-0.0001	-0.0003	-0.0057	0.0033	0.0078	North
89493_G01	Sweden	0.0116	-0.0128	-0.0041	0.0037	-0.0072	-0.0053	-0.0034	-0.015	-0.0062	-0.0058	North
89493_G02	Sweden	0.0105	-0.0092	-0.0042	0.0002	-0.0035	-0.0015	0.0014	-0.0024	0.0025	0.0048	North
89493_G03	Sweden	0.0108	-0.0024	-0.01	-0.0001	-0.0066	-0.0071	-0.0031	0.0023	-0.0045	0.0006	North
89493_G04	Sweden	0.0107	-0.012	-0.005	0.0037	-0.0036	-0.0057	0.0116	0.0055	-0.0023	-0.0006	North
89493_G05	Sweden	0.0116	-0.012	-0.0106	0.0115	-0.0163	-0.0045	0.0006	0.0022	0.0017	0.0035	North
89493_G08	Sweden	0.0105	-0.0072	-0.0025	-0.0023	-0.0014	0.0002	0.0015	0.0056	0.0079	0.0011	North
89493_G09	Sweden	0.0084	-0.0054	-0.0032	-0.012	0.0061	0.001	0.0033	0.0039	-0.0042	0.0004	North
89493_G10	Sweden	0.0091	-0.0007	-0.0099	-0.0081	0.0042	0.0029	0.0028	0.0033	0.0017	-0.0009	North
89493_G11	Sweden	0.0104	-0.0066	-0.0138	-0.0033	-0.0069	0.0087	0.0067	-0.0042	0.0036	-0.0014	North
89493_G12	Sweden	0.011	-0.0118	-0.0131	0.0061	-0.0079	0.0069	-0.0093	0.0045	-0.0034	-0.0102	North
89493_H01	Sweden	0.0101	-0.0085	-0.0024	-0.0014	-0.001	-0.0074	-0.0031	0.0114	-0.0003	-0.0135	North
89493_H02	Sweden	0.0084	-0.0034	-0.0128	-0.0064	-0.0067	0.0013	0.0068	0.0056	0.0043	-0.0085	North
