id	pop	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	group
POBI733133	England	0.0026	0.007	0.0044	-0.0012	0.008	-0.0027	0.008	0.0056	-0.0011	-0.0032	West
POBI733135	England	0.0031	0.0036	0.0047	-0.001	0.0084	0.0025	-0.0088	-0.0002	0.0068	0.002	West
POBI733136	England	0.0024	0.0093	0.0002	-0.0028	0.0042	0.0035	0.0063	0.0003	-0.007	0.0012	West
POBI733115	England	0.0033	0.0087	-0.0023	-0.0016	0.0009	-0.0092	-0.0033	-0.0127	-0.0031	-0.0031	West
POBI733141	England	0.0037	0.0116	0.0044	-0.0023	0.0073	0.0005	-0.0048	-0.0055	-0.0019	-0.0013	West
POBI733142	England	0.0011	0.0062	-0.0039	0.0061	0.001	-0.0011	-0.002	0.0033	-0.0065	0.0059	West
POBI733143	England	-0.0006	0.0059	0.0044	-0.0037	0.008	0.0018	-0.0011	-0.0063	-0.004	0.0028	West
POBI733146	England	-0.0012	0.0044	0.002	-0.0025	-0.0025	0.0014	0.0012	0.0052	-0.0057	-0.0054	West
POBI733147	England	0.0023	0.0071	0.0059	-0.0025	-0.004	-0.0031	0.0047	0.0005	-0.0072	-0.0122	West
POBI733148	England	0.0004	0.0055	0.0018	-0.0027	0.0065	-0.0063	-0.0081	0.0106	0.005	0.0039	West
POBI733137	England	0.0028	0.0077	-0.0016	0.0016	-0.0009	-0.0008	0.0099	-0.0048	-0.0052	-0.001	West
POBI733127	England	0.001	0.0057	-0.0022	-0.0077	0.0064	-0.0003	-0.0078	0.0082	0.0031	-0.0057	West
POBI733057	England	0.0013	0.0119	0.0072	-0.0049	-0.0017	0.0028	-0.0071	0.0076	-0.0011	-0.0087	West
POBI733058	England	0.0032	0.0106	0.0052	-0.0023	0.003	0.0081	-0.0014	-0.0024	0.0068	0.0032	West
POBI733060	England	0.0017	0.0047	0.0051	-0.0029	0.0037	0.0052	0.0041	-0.005	-0.0076	0.0052	West
POBI733061	England	-0.0004	0.0079	0.0024	-0.0042	0.0026	0.0007	-0.0047	-0.0156	-0.0072	0.0066	West
POBI733062	England	-0.0004	0.0093	0.0023	0.0005	0.0084	-0.0046	0.0059	0.0005	-0.001	0.0004	West
POBI733064	England	0.0009	0.0043	-0.0014	0.004	0.0071	-0.0028	-0.0074	0.0017	0.0105	-0.0115	West
POBI733149	England	0.0011	0.0054	-0.0005	-0.0023	0.0036	-0.0122	-0.0101	0.0069	-0.0006	-0.0111	West
POBI733150	England	-0.0001	0.0111	0.0031	-0.0003	0.0004	-0.0016	-0.0024	0.008	-0.0053	0.0039	West
POBI733152	England	0.0025	0.0121	0.0048	0.0026	-0.0019	0.0053	-0.0149	0.0023	0.0009	-0.0036	West
POBI733069	England	0.0038	0.0097	0.0097	0.0041	-0.0016	0.0043	0.0017	0.0123	0.0065	0.0044	West
POBI733070	England	0.0005	0.0102	0.009	0.0007	-0.0025	-0.0026	0.0001	0.0096	-0.0018	-0.0028	West
POBI733071	England	0.0004	0.0052	-0.0004	-0.006	-0.0021	-0.0034	-0.0046	0.0061	-0.0008	0.0027	West
POBI733072	England	0.003	0.0065	0	-0.0083	0.0021	-0.0055	-0.0075	-0.0016	-0.0041	-0.002	West
POBI733075	England	0.0005	0.006	0.0003	-0.0045	0.0025	-0.0039	0.0092	-0.0071	-0.0099	0.0044	West
POBI733076	England	0.0028	0.0078	0.0011	0.0005	-0.0002	0.001	-0.0051	0.0038	0.0002	-0.0017	West
POBI733065	England	0.0019	0.0085	0.0018	-0.0028	-0.0002	-0.0045	-0.0106	-0.0009	0.0078	0.0023	West
POBI733067	England	0.0026	0.0081	0.001	-0.0058	0.0055	-0.0023	-0.0054	0.0017	0.0108	-0.0093	West
POBI733082	England	0.0007	0.0059	0.0045	0.0075	0.0007	-0.0014	-0.0029	0.0017	0.0064	-0.0042	West
POBI733083	England	0.0004	0.0062	0.0027	-0.0021	0.0022	-0.0006	0.0012	0.0005	-0.0033	-0.0037	West
POBI733084	England	0.0008	0.0045	-0.0021	-0.0018	0.0027	0.0005	-0.0051	0.0013	-0.0087	-0.0081	West
POBI733086	England	0.004	0.0088	-0.0004	-0.01	0.0091	0.0022	0.0005	0.0018	0.0074	-0.0001	West
POBI733087	England	0.0024	0.0077	0.0003	-0.0028	0.0095	-0.0024	-0.0075	-0.0002	-0.0016	0.0069	West
POBI733088	England	0.0003	0.0083	0.0031	-0.0038	0.0032	-0.013	0.0033	-0.0057	-0.0052	-0.0053	West
POBI733077	England	0.0015	0.0063	-0.0021	-0.008	0.0039	0.0032	-0.0064	-0.0004	0.0033	-0.0007	West
POBI733078	England	0.0012	0.0088	0.0041	-0.0037	0.0028	0.0006	-0.0074	-0.011	0.0014	0.0095	West
POBI733079	England	0.0014	0.007	0.0037	-0.0034	0.01	-0.0058	-0.0058	0.0038	-0.007	0.0037	West
POBI733176	England	0.0016	0.0136	0.0023	0.0075	0.0085	0.002	-0.0049	-0.0017	-0.0033	0.0022	West
POBI733177	England	0.0004	0.011	0.0098	0.007	0.0031	0.0101	-0.0021	0.0002	0	0.0029	West
POBI733192	England	0.0019	0.0102	-0.0007	0.002	0.011	-0.0042	-0.0021	0.0051	0.0033	0.0017	West
POBI733182	England	0.0034	0.0091	-0.0017	-0.007	-0.0019	-0.0044	0.0006	0.0061	-0.0072	0.0134	West
POBI733183	England	0.0025	0.0108	0.0067	0.0125	0.0023	0.0045	-0.0022	-0.0001	-0.0041	-0.008	West
POBI733196	England	0.0004	0.0101	0.0082	-0.0006	-0.0089	0.0053	-0.0042	-0.0054	-0.0036	0.0065	West
POBI733197	England	0.0009	0.0107	0.0067	0.0051	-0.0049	0.0001	-0.0066	-0.0083	0.0034	-0.0113	West
POBI733198	England	0.0015	0.0044	-0.0025	-0.0019	0.0014	-0.0116	0.0026	0.0002	-0.0051	-0.0055	West
POBI733188	England	0.0041	0.0072	0.0028	0.0026	0.008	-0.0004	0.005	-0.0037	0.0127	-0.0009	West
POBI733189	England	0.0021	0.011	0.0031	0.0066	0.001	-0.0073	0.0011	0.0048	-0.0049	-0.0101	West
POBI733190	England	0.0009	0.0059	0.004	0.0035	0.0055	-0.004	0.0025	0.0076	0.0012	-0.0042	West
POBI733204	England	0.0008	0.0103	0.0026	-0.0012	-0.0078	-0.002	0.0002	-0.0021	-0.0081	-0.007	West
POBI733194	England	0.0045	0.0104	0.0096	0.0114	-0.0039	0.0009	0.0001	0.0133	-0.0066	-0.008	West
POBI733208	England	-0.0006	0.0048	-0.0018	-0.0023	-0.0031	-0.0093	-0.0036	0.0093	-0.0111	-0.0027	West
POBI733209	England	-0.0011	0.0098	0.0028	-0.0006	0.0044	0.0003	0.0038	0.0097	0.0025	-0.0035	West
POBI733199	England	0.0017	0.0051	-0.0012	-0.0036	-0.0026	-0.0102	-0.0066	-0.0029	0.0016	0.0016	West
POBI733201	England	0.0008	0.0091	0.0049	-0.0056	0.0038	0.0055	-0.0023	0.0057	0.0004	-0.0063	West
POBI733202	England	0.0004	0.0056	0.0018	-0.0076	0.0007	-0.0042	-0.007	0.0022	0.003	-0.0035	West
POBI733203	England	0.0012	0.0058	-0.0004	-0.0052	0.0011	-0.0115	-0.0133	0.0051	-0.0019	-0.0054	West
POBI733216	England	0.0027	0.0049	0.0021	0.0039	-0.0005	-0.0008	-0.0002	0.0045	-0.0118	0.0052	West
POBI733217	England	0.0004	0.0071	-0.0035	0	0.0004	0.0061	0.0059	0.0089	-0.0035	-0.0067	West
POBI733206	England	0.0012	0.0089	-0.0011	-0.005	0.0095	-0.0069	0.0101	-0.002	-0.0049	0.0021	West
POBI733220	England	0.0015	0.0011	-0.0028	-0.0073	0.0079	-0.0064	-0.0004	-0.0008	0.0028	0.0046	West
POBI733222	England	0.0014	0.0057	-0.0001	-0.0076	-0.0017	-0.0028	-0.0129	0.0039	0.0025	-0.0075	West
POBI733215	England	0.0007	0.0056	0	-0.004	0.0033	-0.0034	-0.002	0.0003	-0.0029	0.0109	West
POBI733228	England	0.0005	0.0093	-0.0002	0	0.0073	-0.0017	-0.0011	0.0005	-0.0102	0.0007	West
POBI733218	England	0.002	0.009	-0.0002	-0.0035	0.0098	0.0037	-0.0143	0.0077	0.0063	-0.0026	West
POBI733232	England	0.0013	0.0097	-0.0013	0.001	0.0003	0.0027	-0.0023	0.0027	0.0086	0.0013	West
POBI733233	England	0.0033	0.0062	-0.005	-0.009	0.0041	-0.0023	-0.0016	-0.0076	0.0036	-0.0028	West
POBI733234	England	0.0027	0.0099	-0.0006	-0.0072	0	0.0081	-0.0067	0.0015	0.007	-0.0052	West
POBI733223	England	0.002	0.0062	0.0011	-0.0058	0.0023	-0.0066	0.0002	0.003	0.003	-0.0023	West
POBI733224	England	-0.0002	0.0061	0.0017	-0.0066	0.0058	-0.0033	0.0035	0.0028	0.0006	-0.0014	West
POBI733225	England	0.001	0.0077	0.0049	0.0046	0.0049	0.0027	-0.0018	-0.0014	0.0147	-0.0031	West
POBI733226	England	0.0003	0.0067	-0.0024	-0.0024	0.0044	-0.0114	0	-0.0031	-0.0036	0.0026	West
POBI733227	England	0.0015	0.0062	-0.0029	0.0015	0.001	-0.0005	0.0009	-0.0118	-0.0079	-0.0061	West
POBI733229	England	0	0.0081	-0.003	-0.0027	0.0084	-0.0051	-0.0064	0.0051	-0.0109	0.0039	West
POBI733230	England	0.0023	0.0063	-0.0007	-0.004	0.0012	0.0019	-0.0073	-0.0029	0.0018	-0.0045	West
POBI733245	Wales	0.0035	0.0118	0.0101	0.0101	0.0079	0.0058	0.0097	0.0014	-0.0059	-0.0006	West
POBI733248	England	0.0014	0.0069	0.0056	-0.0024	0.01	0.0071	-0.0105	-0.0043	-0.0082	-0.0005	West
POBI733236	England	0.0013	0.0053	0.0023	-0.0052	0.0051	-0.0128	-0.0044	0.0071	0.0051	-0.0044	West
POBI733237	England	0.0013	0.006	0.0011	-0.0048	0.0011	-0.0073	0.0036	0.0001	-0.0028	-0.0016	West
POBI733238	England	0.0007	0.0062	-0.0036	-0.0005	0.0096	0.0015	-0.0136	0.0059	-0.001	-0.0044	West
POBI733156	England	0.0043	0.0126	0.0076	0.0095	0.0064	0.002	0.0003	-0.007	0.0036	0.0052	West
POBI733241	England	0.0016	0.0054	-0.0021	0.0008	0.0062	-0.0043	0.002	-0.0016	-0.0005	0.0051	West
POBI733242	England	0.0006	0.0081	-0.0053	-0.0024	-0.0012	0.0002	-0.0026	0.0015	-0.0088	0.0025	West
POBI733161	England	0.0019	0.0071	0.0005	-0.0026	0.0032	0.0005	0.0008	0.0019	-0.0017	-0.0007	West
POBI733162	England	0.0032	0.0096	0.0061	0.0027	0.0013	-0.0003	-0.0005	-0.0041	-0.0083	0.0063	West
POBI733163	England	0.0031	0.0062	0.0041	-0.0004	0.0019	-0.0049	-0.0067	0.0024	0.0001	0.0016	West
POBI733260	England	0.0016	0.009	0.0034	0.0069	-0.0057	-0.0077	-0.0085	0.0038	-0.0114	0.0007	West
POBI733154	England	0.0012	0.0097	0.0034	0.0051	0.0053	0.0036	-0.0028	-0.0044	-0.003	-0.0067	West
POBI733168	England	0.0029	0.0133	0.0074	0.0061	-0.0007	0.0058	0.0057	0.0058	0.0068	-0.0059	West
POBI733169	England	-0.001	0.0098	-0.0028	-0.0026	0.0082	0.006	-0.0118	-0.0097	-0.0028	-0.0079	West
POBI733159	England	0.0021	0.0117	0.0048	-0.0019	0.0072	-0.0014	0.0063	-0.0002	0.0021	0.0028	West
POBI733172	England	0.0015	0.0054	0.0054	0.0052	0.0017	-0.0079	-0.0048	0.0075	-0.0034	0.0024	West
POBI733174	England	0.0026	0.008	0.0044	0.0011	0.0119	0.0022	-0.0045	-0.0008	-0.0052	-0.002	West
POBI733175	England	0.0018	0.013	0.0046	0.0057	-0.0008	-0.0073	0.0102	-0.0042	0.015	0.001	West
POBI733272	England	0.0021	0.0074	0.0021	0.0023	0.0001	0.0023	0.0031	-0.0046	-0.006	0.0016	West
POBI733165	England	0.0036	0.0108	0.0027	0.0031	0.0029	-0.0004	0.0011	-0.0034	0.0114	-0.0007	West
POBI733166	England	0.0033	0.0089	0.0051	0.0181	0.0027	0.0087	-0.0091	-0.0009	0.0044	0.0013	West
POBI733167	England	0.0016	0.0063	0.0002	0.0041	0.0027	0.0011	-0.0053	-0.0045	0.0073	-0.0093	West
POBI733180	England	0.0008	0.0151	0.0051	0.005	-0.0041	0.0027	0.0009	0.0036	-0.0039	0.0022	West
POBI733171	England	0.004	0.0117	0.0035	0.0011	0.0027	0.0075	-0.0036	0.0058	-0.001	-0.0122	West
POBI733184	England	0.0024	0.0111	0.005	0.007	0.003	0.0091	0.0025	0.0171	-0.0069	0.0046	West
POBI733185	England	0.0037	0.0086	0.0057	0.0073	0.0076	-0.0001	-0.0053	0.0023	-0.0051	0.0015	West
POBI733186	England	0.0026	0.01	0.0057	0.0004	-0.002	-0.0056	-0.01	0.0122	0.006	-0.0093	West
POBI733187	England	0.0021	0.0111	0.0036	0.0066	0.0112	-0.0068	-0.0146	0.0049	0.0099	-0.0042	West
POBI733285	England	0.0012	0.0108	0.0015	-0.0002	0.0118	-0.0065	0.0009	-0.0078	0.0033	-0.0133	West
POBI733287	England	0.0001	0.0115	0.0064	0.002	-0.0041	0.002	0.0036	-0.001	0.0093	-0.0013	West
POBI733300	Wales	0	0.0152	0.015	0.0103	-0.0045	-0.001	0.0072	-0.0011	0.0054	-0.0071	West
POBI733301	Wales	-0.0017	0.0175	0.0186	0.0221	-0.0024	0.0146	-0.0009	-0.005	0.0039	0.0065	West
POBI733303	Wales	0.0027	0.0144	0.0094	0.0112	-0.0034	-0.0017	0.0025	0.0098	0.0052	0.0032	West
POBI733292	Wales	0.0005	0.0175	0.0144	0.015	-0.0026	0.0007	0.0051	-0.0082	0.0009	-0.0054	West
POBI733294	Wales	0.001	0.0121	0.0142	0.0096	-0.0024	0.0003	0.0016	0.0117	0.0098	0.0004	West
POBI733296	Wales	0.0013	0.013	0.0144	0.0096	-0.0059	0.0034	0.0026	0.003	0.0008	-0.0055	West
POBI733297	Wales	0.0039	0.0119	0.0163	0.0172	-0.0061	0.0021	-0.0032	-0.0001	0.0069	-0.0004	West
POBI733298	Wales	-0.0006	0.0116	0.0061	0.004	0.0151	0.0137	-0.0083	0.0044	-0.011	0.0044	West
POBI733299	Wales	0.0015	0.0149	0.0144	0.0112	-0.0073	0.0038	0.0051	0.0051	-0.0079	0.0055	West
POBI733312	Wales	0.003	0.0184	0.0118	0.0132	-0.0028	0.0069	0.0065	0.0057	0.0102	-0.0068	West
POBI733313	Wales	0.0033	0.0143	0.01	0.0166	-0.0045	0.0032	-0.0018	-0.0125	-0.0019	0	West
POBI733315	Wales	0.0015	0.0156	0.0141	0.0186	-0.0027	0.0116	0.0018	-0.0058	-0.0123	-0.0053	West
POBI733304	Wales	0.0004	0.0131	0.012	0.0148	-0.0042	0.0202	-0.0002	-0.0024	0.0071	0.0028	West
POBI733305	Wales	0.0008	0.0152	0.0138	0.0176	-0.0013	0.0079	0.0059	-0.0053	0.0115	0.0018	West
POBI733306	Wales	0.0023	0.0146	0.0106	0.0134	-0.0075	0.0014	0.0026	0.0031	0.002	0.0008	West
POBI733295	Wales	0.0023	0.0153	0.0181	0.0162	-0.0014	0.0044	0.0007	0.0037	0.0024	0.0013	West
POBI733309	Wales	0.0013	0.0144	0.0163	0.0154	-0.0029	0.0141	0.0004	-0.0035	-0.008	-0.0075	West
POBI733311	Wales	0.0022	0.0134	0.0098	0.0208	0.0042	0.0057	0.0044	0.0092	0.0022	-0.0055	West
POBI733324	Orkney	0.0028	0.0096	0.0106	0.0163	-0.0022	0.0027	0.0016	0.0033	-0.0026	0.0066	West
POBI733325	Orkney	0.0034	0.0091	0.0119	0.0157	0.0045	0.0093	0.0024	0.0008	-0.003	-0.0028	West
POBI733327	Orkney	0.0026	0.0111	0.0056	0.0128	-0.0009	0.0069	0.0003	-0.0033	0.0049	-0.009	West
POBI733316	Wales	0.0031	0.0163	0.0116	0.0171	-0.005	0.0053	-0.0059	-0.0033	-0.0082	-0.0102	West
POBI733318	Wales	-0.0005	0.0121	0.013	0.0117	0.0073	0.0141	0.0044	0.0036	-0.0014	0.012	West
POBI733307	Wales	0.0013	0.0163	0.0159	0.0162	0.0039	0.0013	-0.0049	0.0102	0.0017	0.0014	West
POBI733320	Wales	0.0014	0.0128	0.0134	0.0064	-0.0083	0.0024	-0.0094	0.0033	-0.002	0.0051	West
POBI733321	England	0.0002	0.0059	0.0027	0.0016	0.0092	-0.0021	-0.0049	0.0019	-0.0013	0.0006	West
POBI733322	Orkney	0.0043	0.0104	0.0048	0.0142	-0.0017	0.0131	0.0082	0.0056	-0.0005	-0.0044	West
POBI733323	Orkney	0.0048	0.0124	0.0055	0.0075	-0.002	0.0069	0.0135	0.003	0.0015	-0.0042	West
POBI733338	Orkney	0.0064	0.0087	0.0108	0.0146	0.0054	0.0195	0.0029	-0.0125	0.0033	-0.0015	West
POBI733329	Orkney	0.0049	0.0135	0.011	0.0084	-0.0037	0.0114	-0.0019	0.0058	0.0001	0.0037	West
POBI733330	Orkney	0.0054	0.008	0.0048	0.0099	-0.0009	-0.0005	-0.0111	0.0063	0.0033	-0.0039	West
POBI733319	Wales	0.0014	0.0152	0.0186	0.0137	-0.0018	0.0021	-0.0051	-0.0043	-0.0004	-0.0078	West
POBI733333	Orkney	0.0037	0.0093	0.0099	0.0175	-0.0025	0.0085	-0.0029	0.0084	0.0042	-0.0044	West
POBI733334	Orkney	0.0051	0.0094	0.0163	0.0101	0.0061	0.014	-0.0007	0.006	0.0046	-0.0078	West
POBI733335	Orkney	0.005	0.0087	0.0103	0.0133	-0.0069	0.0075	0.0041	-0.0072	0.005	-0.0005	West
POBI733253	England	-0.0002	0.0073	0.0055	0.0046	0	0.0018	0.0021	-0.0011	-0.0049	-0.0017	West
POBI733339	Orkney	0.0037	0.0119	0.0061	0.0048	0.0009	0.0103	-0.0102	-0.014	-0.0051	0.0025	West
POBI733341	Orkney	0.0044	0.0083	0.0033	0.0126	-0.0041	0.009	0.0014	0.0041	0.0006	0.0008	West
POBI733342	Orkney	0.0014	0.0151	0.0067	0.0159	0.0025	0.0045	-0.0053	-0.0031	-0.0071	0.0058	West
POBI733249	England	0.0043	0.0107	0.0055	0.0048	-0.0031	-0.0038	-0.0001	0.0043	0.0005	-0.0063	West
POBI733250	England	0.0025	0.0085	0.0024	-0.0002	0.0026	0.0055	-0.005	-0.0024	0.0052	-0.0036	West
POBI733252	England	0.0016	0.0112	-0.0009	0.0046	0.002	0.0054	-0.0024	-0.0041	0.0028	-0.0017	West
POBI733265	England	0.0042	0.0098	0.0006	0.0022	0.0015	-0.0054	-0.0035	-0.0126	0.0008	0.0031	West
POBI733266	England	0.0035	0.0111	0.0028	0.0008	0.0002	-0.0082	-0.0054	-0.009	0.0044	0.0134	West
POBI733267	England	0.0025	0.0122	0.0061	0.0062	0.0013	-0.011	-0.0106	0.0063	0.0063	-0.0098	West
POBI733256	England	0.0015	0.0096	0.0048	0.0064	0.0027	0.0001	0.0017	-0.0027	-0.0011	-0.0051	West
POBI733257	England	0.0011	0.0089	0.0059	0.0019	0.0066	-0.0102	-0.0095	0.0031	0.0012	0.0011	West
POBI733258	England	0.0015	0.0097	0.006	-0.0044	0	0.0005	-0.0029	0.0019	0.0085	-0.0006	West
POBI733262	England	-0.0002	0.0082	0.0043	0.0047	-0.0044	-0.0043	0.0032	-0.0069	0.0086	-0.0007	West
POBI733263	England	-0.0009	0.0075	-0.0028	-0.007	0.007	0.0003	-0.0068	0.0068	-0.0109	-0.0001	West
POBI733276	England	0.0016	0.0129	0.0031	0.0006	0.0018	-0.0069	-0.0108	0.0066	-0.0063	0	West
POBI733277	England	-0.0008	0.008	0.0092	-0.0024	-0.001	-0.002	-0.0041	0.0033	-0.0087	0.0084	West
POBI733279	England	0.0009	0.0102	0.0051	-0.0026	0.0075	-0.0019	-0.011	0.003	-0.0053	0.0076	West
POBI733269	England	0.0007	0.0083	0.0004	0.0044	0.0015	-0.004	-0.0071	0.0101	-0.0033	-0.0026	West
POBI733270	England	0.0015	0.0064	0.002	-0.0014	0.0081	0.0023	-0.0065	0.0043	-0.011	-0.0006	West
POBI733271	England	0.0033	0.0119	0.0099	0.0018	-0.002	0.0038	0.0014	-0.0025	-0.0068	0.0032	West
POBI733368	England	0.0004	0.0125	0.0056	0.0025	0.0004	-0.004	-0.0009	0.0014	0.0107	0.0068	West
POBI733273	England	0.0033	0.0107	0.0031	0.0019	-0.0019	-0.0038	-0.0079	0.0016	-0.0012	0.0037	West
POBI733274	England	0.0033	0.011	0.0008	-0.0036	-0.0019	-0.0023	-0.002	0.0017	-0.0043	0.0025	West
POBI733275	England	0.003	0.009	0.007	0.0002	0.0044	-0.0008	0.0046	-0.0038	-0.0019	0.0008	West
POBI733288	England	0.0031	0.0134	0.0071	0.006	0.0031	0.0064	-0.0174	-0.005	0.0013	-0.0023	West
POBI733289	Wales	0.0015	0.0122	0.0137	0.0134	-0.0046	0.0077	-0.0122	0.0024	0.0029	0.0015	West
POBI733291	Wales	0.0025	0.0167	0.0127	0.0154	0.0022	0.0028	0.0038	0.004	-0.0038	-0.0038	West
POBI733280	England	0.0016	0.0077	-0.0011	-0.0055	-0.0004	0.0001	0.0041	-0.0046	-0.0043	-0.0011	West
POBI733281	England	0.003	0.0104	0.0076	-0.0004	0.0122	0.0031	-0.0049	-0.0013	0.0008	-0.0051	West
POBI733282	England	0.0016	0.0109	0.0004	0.0006	0.0037	-0.0041	0.0094	0.0015	-0.0051	0.0076	West
POBI733380	Wales	0.0043	0.0149	0.0093	0.0142	-0.0038	0.0106	-0.0047	0.0014	0.0012	0.0139	West
POBI733381	Wales	0.0021	0.0149	0.0099	0.014	0.0022	0.0073	-0.0012	-0.0013	-0.0111	0.0047	West
POBI733382	Wales	0.0033	0.0115	0.008	0.0081	0.0041	-0.0009	0.0084	-0.0101	0.0071	-0.0071	West
POBI733383	England	0.003	0.0102	0.0037	0.0046	0.009	0.006	-0.0053	0.0013	0.0042	-0.0048	West
POBI733385	England	0.0025	0.0048	0.0025	-0.0013	0.0156	-0.0032	-0.0035	0.0053	0.0053	0.0027	West
POBI733389	England	0.0016	0.0076	0.002	-0.0119	-0.005	-0.0116	-0.0056	-0.0007	0.0022	-0.0008	West
POBI733390	England	-0.0009	0.0039	-0.0032	0.0008	0.0072	-0.003	-0.0025	-0.005	0.0008	0.0028	West
POBI733392	England	0.0012	0.0082	0.0002	-0.0018	0.0088	0.0051	-0.0111	0.0057	-0.0013	0.0007	West
POBI733395	England	0.0002	0.007	0.0013	-0.0016	0.0096	-0.0007	-0.0027	-0.0032	0.0009	-0.0053	West
POBI733396	England	0.004	0.0066	0.0033	-0.0006	-0.0036	0.0023	0.0105	-0.0085	0.001	-0.0013	West
POBI733409	England	0.0016	0.0089	0.0011	-0.0045	0.0023	-0.0043	-0.0119	0.0099	-0.0029	-0.0035	West
POBI733410	England	0.0036	0.0049	0.002	-0.0029	-0.0005	0.0066	0.0022	0.0018	0.0025	-0.0013	West
POBI733400	England	0.0011	0.0042	-0.0044	-0.0089	-0.0025	-0.0088	-0.012	0.0064	0.0062	0.0099	West
POBI733402	England	0.002	0.0099	-0.0004	-0.0037	0.0063	-0.0094	-0.0138	0.0051	-0.0135	-0.0067	West
POBI733391	England	0.0043	0.01	0.0047	0.0013	-0.003	-0.0035	0.002	0.0052	-0.011	-0.0053	West
POBI733421	England	0.0039	0.0062	0.0005	-0.0036	0.0109	-0.0002	-0.0019	-0.0101	0.0042	-0.0021	West
POBI733411	England	-0.0003	0.0071	-0.0037	0.0017	0.0064	-0.0043	-0.0081	0.0051	0.0105	-0.0002	West
POBI733412	England	0.0024	0.009	0.0016	-0.0023	0.0086	-0.0052	0.003	0.004	-0.0054	0.0026	West
POBI733414	England	0.0011	0.0075	0.0028	-0.0062	0.0049	-0.0027	-0.0068	0.0047	0.0023	-0.0005	West
POBI733403	England	0.0004	0.0095	0.0028	0.0022	-0.0005	-0.004	-0.0038	-0.0021	-0.007	0.0014	West
POBI733416	England	0.0011	0.0104	-0.0037	-0.0033	0.0054	-0.0081	0.0024	0.0045	-0.0088	0.0039	West
POBI733419	England	0.0011	0.009	0.0029	-0.0009	0.0016	-0.0021	-0.0053	-0.0047	-0.0022	0.0115	West
POBI733420	England	0.0013	0.011	0.0013	0.0031	0.0005	-0.0073	-0.0034	-0.0001	0.0017	-0.0014	West
POBI733423	England	0.0033	0.0084	0.0033	-0.002	-0.0023	-0.013	-0.0032	0.0075	0.0045	0.0019	West
POBI733424	England	0.0021	0.0074	0.0033	-0.0043	-0.0005	-0.0006	-0.0034	0.0058	0.0027	0.0066	West
POBI733415	England	0.0029	0.0125	-0.0029	0.0024	0.0011	-0.0017	-0.0052	-0.0029	-0.0126	-0.0003	West
POBI733430	England	-0.0001	0.0086	0.0001	-0.0064	0.0084	-0.0096	0.0021	-0.0009	-0.0065	0.0017	West
POBI733432	England	0.0005	0.01	-0.0035	-0.004	0.014	-0.0042	-0.0102	-0.0083	0.0105	0.0049	West
POBI733437	England	0.0012	0.007	0.0013	0.0004	0.004	-0.0054	-0.0046	-0.007	-0.0094	-0.0082	West
POBI733438	England	0.0013	0.0076	0.0008	-0.0001	0.0005	0.0021	-0.0066	0.0002	-0.0026	0.0023	West
POBI733362	England	0.0009	0.0073	-0.0027	-0.0071	-0.0013	-0.0118	-0.0049	-0.0043	-0.0208	-0.0053	West
POBI733363	England	0.0007	0.008	-0.0015	-0.0004	0.0063	-0.0081	0.0045	0.013	0.0099	-0.0051	West
POBI733452	England	0.0019	0.009	0.0059	0.0033	0.0104	0.0026	-0.0012	0.0061	-0.0033	-0.0025	West
POBI733357	England	0.0001	0.0093	-0.0033	0.0052	0.0043	0.0033	0.001	0.0063	0.0003	-0.0107	West
POBI733359	England	0.0041	0.0075	0.008	0.0031	0.008	-0.0005	-0.0044	-0.0131	0.0014	-0.0004	West
POBI733360	England	0.0042	0.0082	0.0001	0.0013	0.0052	-0.0021	-0.0013	0.0065	0.0033	0.0044	West
POBI733374	Wales	0.0005	0.0173	0.0097	0.015	0.0019	-0.0007	-0.0039	-0.0021	0.0049	0.0001	West
POBI733364	England	0.0015	0.0096	0.0034	0.0015	-0.0014	-0.0073	0.0002	0.0004	-0.003	0.0094	West
POBI733365	England	0.0013	0.0038	-0.0042	-0.0011	0.0064	-0.0019	-0.0147	0.0049	-0.0147	-0.0027	West
POBI733366	England	0.0001	0.0086	-0.0062	0.0038	0.0031	0.0011	-0.0009	0.0024	-0.0081	0.0099	West
POBI733367	England	0.0015	0.0096	0.003	0.0044	0.0042	-0.0032	-0.0061	-0.0031	-0.0018	-0.014	West
POBI733464	England	0.0006	0.0138	0.0009	0.0019	-0.0006	-0.0016	-0.0032	-0.0046	0.0023	-0.0153	West
POBI733369	Wales	0.0032	0.0149	0.0145	0.0069	0.0079	0.0005	-0.0092	-0.0036	-0.0062	-0.009	West
POBI733370	Wales	0.0031	0.0134	0.0176	0.0161	0.0034	0.0099	-0.0092	-0.0017	-0.0108	0.001	West
POBI733371	Wales	0.0015	0.0157	0.0186	0.0108	-0.008	0.0029	-0.011	-0.0002	0.0038	-0.0079	West
POBI733372	Wales	0.0027	0.0131	0.0148	0.0093	-0.0081	-0.0054	-0.0007	-0.002	-0.0043	-0.0006	West
POBI733373	Wales	0.0034	0.0121	0.0077	0.0089	0.0038	0.0107	-0.0035	0.0004	-0.0052	-0.0064	West
POBI733376	Wales	0.0006	0.0108	0.0078	0.0128	-0.0014	-0.0014	-0.0037	0.0051	0.0044	-0.0046	West
